date	open	close	low	high
2018-01-12 17:44:59 UTC	13676.48	13650.0	13641.75	13676.48
2018-01-12 17:49:59 UTC	13650.0	13642.11	13642.11	13670.0
2018-01-12 17:54:59 UTC	13644.54	13630.01	13630.01	13670.0
2018-01-12 17:59:59 UTC	13629.31	13603.32	13597.18	13630.31
2018-01-12 18:04:59 UTC	13595.01	13510.11	13510.11	13595.01
2018-01-12 18:09:59 UTC	13547.94	13557.94	13543.04	13557.94
2018-01-12 18:14:59 UTC	13562.43	13516.91	13510.8	13562.43
2018-01-12 18:19:59 UTC	13480.01	13478.53	13450.01	13480.01
2018-01-12 18:24:59 UTC	13500.0	13574.56	13500.0	13574.56
2018-01-12 18:29:59 UTC	13576.98	13563.49	13531.22	13586.29
2018-01-12 18:34:59 UTC	13581.01	13585.18	13581.01	13600.0
2018-01-12 18:39:59 UTC	13571.12	13560.01	13560.01	13571.12
2018-01-12 18:44:59 UTC	13559.85	13510.01	13510.01	13569.99
2018-01-12 18:49:59 UTC	13556.7	13515.01	13515.01	13560.01
2018-01-12 18:54:59 UTC	13503.01	13543.0	13503.01	13543.0
2018-01-12 18:59:59 UTC	13525.72	13499.01	13499.01	13525.72
2018-01-12 19:04:59 UTC	13500.01	13500.0	13496.13	13500.01
2018-01-12 19:09:59 UTC	13500.01	13500.02	13500.01	13525.0
2018-01-12 19:14:59 UTC	13500.0	13500.0	13500.0	13500.0
2018-01-12 19:19:59 UTC	13520.0	13535.0	13510.0	13535.0
2018-01-12 19:24:59 UTC	13566.3	13649.98	13566.3	13649.98
2018-01-12 19:29:59 UTC	13658.45	13664.9	13650.98	13664.9
2018-01-12 19:34:59 UTC	13664.78	13650.02	13650.01	13664.78
2018-01-12 19:39:59 UTC	13650.01	13680.0	13650.01	13680.0
2018-01-12 19:44:59 UTC	13689.97	13738.11	13689.97	13749.01
2018-01-12 19:49:59 UTC	13735.49	13750.01	13735.49	13795.44
2018-01-12 19:54:59 UTC	13790.0	13746.86	13746.86	13796.4
2018-01-12 19:59:59 UTC	13749.95	13767.94	13749.95	13788.0
2018-01-12 20:04:59 UTC	13767.94	13771.5	13746.86	13771.5
2018-01-12 20:09:59 UTC	13771.5	13750.43	13750.43	13774.38
2018-01-12 20:14:59 UTC	13741.32	13719.98	13698.93	13751.0
2018-01-12 20:19:59 UTC	13742.66	13705.0	13696.55	13742.66
2018-01-12 20:24:59 UTC	13697.5	13840.01	13697.5	13840.01
2018-01-12 20:29:59 UTC	13853.55	13879.45	13853.55	13948.0
2018-01-12 20:34:59 UTC	13918.28	13923.42	13907.8	13935.6
2018-01-12 20:39:59 UTC	13925.4	13877.01	13877.01	13930.0
2018-01-12 20:44:59 UTC	13878.01	13871.0	13870.38	13878.01
2018-01-12 20:49:59 UTC	13877.48	13870.02	13870.02	13899.5
2018-01-12 20:54:59 UTC	13842.42	13850.0	13830.0	13850.0
2018-01-12 20:59:59 UTC	13850.0	13899.5	13850.0	13899.5
2018-01-12 21:04:59 UTC	13902.95	13779.0	13777.06	13902.95
2018-01-12 21:09:59 UTC	13794.35	13749.95	13749.95	13794.35
2018-01-12 21:14:59 UTC	13770.84	13770.84	13770.84	13770.84
2018-01-12 21:19:59 UTC	13779.61	13800.0	13779.61	13800.0
2018-01-12 21:24:59 UTC	13800.0	13747.62	13747.62	13800.0
2018-01-12 21:29:59 UTC	13745.01	13779.54	13745.01	13779.54
2018-01-12 21:34:59 UTC	13750.04	13730.64	13730.64	13754.82
2018-01-12 21:39:59 UTC	13741.27	13784.04	13741.27	13784.04
2018-01-12 21:44:59 UTC	13795.81	13779.99	13775.01	13795.81
2018-01-12 21:49:59 UTC	13774.01	13770.12	13768.13	13774.01
2018-01-12 21:54:59 UTC	13736.01	13756.94	13736.01	13759.33
2018-01-12 21:59:59 UTC	13756.94	13750.01	13750.01	13756.94
2018-01-12 22:04:59 UTC	13730.02	13700.06	13700.06	13730.02
2018-01-12 22:09:59 UTC	13700.05	13699.85	13690.56	13700.05
2018-01-12 22:14:59 UTC	13699.91	13698.1	13697.91	13699.91
2018-01-12 22:19:59 UTC	13698.1	13710.0	13698.1	13710.0
2018-01-12 22:24:59 UTC	13714.74	13700.04	13700.04	13730.0
2018-01-12 22:29:59 UTC	13664.64	13659.01	13659.01	13664.64
2018-01-12 22:34:59 UTC	13659.01	13611.62	13611.62	13659.01
2018-01-12 22:39:59 UTC	13650.0	13664.68	13650.0	13664.68
2018-01-12 22:44:59 UTC	13664.68	13680.05	13617.64	13685.0
2018-01-12 22:49:59 UTC	13640.52	13682.03	13640.52	13682.03
2018-01-13 06:44:59 UTC	14155.02	14155.02	14155.02	14155.02
2018-01-13 06:49:59 UTC	14155.02	14168.94	14155.02	14168.94
2018-01-13 06:54:59 UTC	14168.94	14227.89	14168.94	14227.89
2018-01-13 06:59:59 UTC	14227.89	14227.89	14227.89	14227.89
2018-01-13 07:04:59 UTC	14208.07	14208.07	14208.07	14208.07
2018-01-13 10:29:59 UTC	14201.0	14201.0	14201.0	14201.0
2018-01-13 10:34:59 UTC	14201.0	14252.46	14201.0	14252.46
2018-01-13 10:39:59 UTC	14210.0	14210.0	14210.0	14210.0
2018-01-13 10:44:59 UTC	14210.0	14210.0	14210.0	14210.0
2018-01-13 10:49:59 UTC	14210.0	14167.14	14167.14	14210.0
2018-01-13 10:54:59 UTC	14183.38	14188.0	14183.27	14188.0
2018-01-13 12:49:59 UTC	14320.01	14319.49	14319.49	14320.01
2018-01-13 12:54:59 UTC	14319.5	14319.49	14319.49	14328.94
2018-01-13 12:59:59 UTC	14319.49	14317.0	14311.2	14319.49
2018-01-13 18:39:59 UTC	14275.73	14332.85	14275.73	14332.85
2018-01-13 18:44:59 UTC	14332.85	14259.01	14259.01	14332.85
2018-01-13 18:49:59 UTC	14260.01	14245.01	14245.01	14260.01
2018-01-13 18:54:59 UTC	14245.01	14275.79	14245.01	14275.79
2018-01-13 18:59:59 UTC	14270.02	14250.01	14250.01	14270.02
2018-01-13 19:04:59 UTC	14250.01	14270.02	14250.01	14270.02
2018-01-13 19:09:59 UTC	14270.02	14240.02	14240.02	14270.02
2018-01-13 19:14:59 UTC	14240.1	14253.03	14240.1	14253.03
2018-01-13 19:19:59 UTC	14265.92	14270.02	14265.92	14270.02
2018-01-13 19:24:59 UTC	14270.02	14270.02	14270.02	14277.01
2018-01-13 19:29:59 UTC	14270.01	14210.01	14210.01	14270.01
2018-01-14 10:19:59 UTC	13598.99	13598.87	13598.87	13598.99
2018-01-14 10:24:59 UTC	13586.48	13586.48	13586.48	13586.48
2018-01-14 10:29:59 UTC	13586.48	13625.58	13586.48	13625.58
2018-01-14 10:34:59 UTC	13632.0	13632.0	13632.0	13632.0
2018-01-14 10:39:59 UTC	13632.0	13632.0	13632.0	13632.0
2018-01-14 10:44:59 UTC	13610.15	13619.0	13610.15	13619.0
2018-01-14 10:49:59 UTC	13616.01	13616.01	13616.01	13616.01
2018-01-14 10:54:59 UTC	13616.01	13610.38	13610.38	13616.01
2018-01-14 12:39:59 UTC	13440.0	13439.01	13439.01	13440.0
2018-01-14 12:44:59 UTC	13400.01	13400.01	13400.01	13400.01
2018-01-14 12:49:59 UTC	13400.01	13400.01	13400.01	13400.01
2018-01-14 12:54:59 UTC	13432.13	13432.11	13432.11	13432.13
2018-01-14 12:59:59 UTC	13410.01	13407.02	13407.02	13415.7
2018-01-14 13:04:59 UTC	13380.01	13421.45	13380.01	13439.01
2018-01-14 13:09:59 UTC	13427.0	13456.95	13410.31	13456.95
2018-01-14 13:14:59 UTC	13456.01	13500.01	13456.01	13539.99
2018-01-14 13:19:59 UTC	13526.28	13514.67	13514.67	13550.01
2018-01-14 13:24:59 UTC	13514.67	13565.7	13514.67	13565.7
2018-01-14 13:29:59 UTC	13600.0	13600.01	13600.0	13600.54
2018-01-14 13:34:59 UTC	13600.43	13565.95	13565.95	13600.43
2018-01-14 13:39:59 UTC	13560.01	13556.04	13556.04	13578.37
2018-01-14 13:44:59 UTC	13559.84	13582.29	13559.84	13582.29
2018-01-14 13:49:59 UTC	13582.29	13620.24	13582.29	13620.24
2018-01-14 13:54:59 UTC	13637.37	13690.0	13637.37	13690.0
2018-01-14 13:59:59 UTC	13696.09	13643.01	13643.01	13696.09
2018-01-14 14:04:59 UTC	13622.01	13618.4	13611.01	13622.01
2018-01-14 14:09:59 UTC	13630.25	13610.01	13610.01	13630.25
2018-01-14 14:14:59 UTC	13610.01	13571.64	13571.64	13618.01
2018-01-14 14:19:59 UTC	13550.01	13559.82	13550.01	13563.03
2018-01-14 14:24:59 UTC	13554.01	13554.01	13554.01	13554.01
2018-01-14 14:29:59 UTC	13551.17	13544.01	13544.01	13551.17
2018-01-14 14:34:59 UTC	13544.01	13554.01	13500.0	13554.01
2018-01-14 14:39:59 UTC	13586.25	13560.01	13519.72	13586.25
2018-01-14 14:44:59 UTC	13560.02	13578.04	13560.02	13578.04
2018-01-14 14:49:59 UTC	13580.0	13550.02	13550.02	13580.0
2018-01-14 14:54:59 UTC	13550.02	13571.56	13539.36	13571.56
2018-01-14 14:59:59 UTC	13574.02	13559.01	13559.01	13574.02
2018-01-14 15:04:59 UTC	13559.01	13503.22	13503.22	13559.01
2018-01-14 15:09:59 UTC	13510.01	13444.01	13444.01	13510.01
2018-01-14 15:14:59 UTC	13444.01	13435.0	13430.01	13444.01
2018-01-14 15:19:59 UTC	13430.01	13400.01	13400.01	13430.01
2018-01-14 15:24:59 UTC	13400.01	13355.01	13355.01	13400.01
2018-01-14 15:29:59 UTC	13340.02	13308.01	13308.01	13340.02
2018-01-14 15:34:59 UTC	13303.01	13167.01	13167.01	13303.01
2018-01-14 15:39:59 UTC	13140.01	13284.15	13121.01	13284.15
2018-01-14 15:44:59 UTC	13213.83	13187.18	13187.18	13213.83
